incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH,DAY_OF_WEEK,SEASON,FIRE_SIZE_CAT
Olive Fire,2015-09-02,Butte,72.0,26.42,-121.0,9,2,Fall,Medium
Kramer Fire ,2015-08-29,Lassen,30.0,41.12362,-121.194256,8,5,Summer,Small
Oak Fire,2015-09-08,Tuolumne,108.0,38.04684,-120.30188,9,1,Fall,Medium
Browns Fire,2015-09-08,Trinity,35.0,40.0,41.46,9,1,Fall,Small
Center Fire,2015-09-09,Lassen,40.0,40.400196,-120.553075,9,2,Fall,Medium
Creek Fire,2015-09-09,Fresno,170.0,40.400196,-120.553075,9,2,Fall,Large
Butte Fire,2015-09-09,Butte,70868.0,38.32974,-120.70418,9,2,Fall,Large
Lumpkin Fire,2015-09-11,Butte,1040.0,39.5218,-121.3363,9,4,Fall,Large
Walker Fire,2015-09-11,Shasta,109.0,40.47512,-122.52541,9,4,Fall,Medium
Munjar Fire,2015-10-02,Butte,104.0,39.8707,-121.8938,10,4,Fall,Medium
Rough Fire ,2015-07-31,Fresno,151623.0,36.874,-118.905,7,4,Summer,Large
Taglio Fire,2016-04-24,Merced,30.0,37.2171,-121.08036,4,6,Spring,Small
Potrero Fire,2015-11-07,Ventura,50.0,34.15,-118.879444,11,5,Fall,Medium
Cienega Fire,2015-10-12,San Benito,690.0,36.70854,-121.32734,10,0,Fall,Large
Gibraltar Fire,2015-10-29,Santa Barbara,21.0,34.4828,-119.63216,10,3,Fall,Small
McCourtney Fire,2015-09-22,Nevada,30.0,39.081,-121.194,9,1,Fall,Small
Tassajara Fire,2015-09-19,Monterey,1086.0,36.3699644,-121.589554,9,5,Fall,Large
Laureles Fire,2015-09-19,Monterey,95.0,36.5696373,-121.7556029,9,5,Fall,Medium
Gorman Fire,2016-04-19,Los Angeles,0.0,34.6888731,-118.7892593,4,1,Spring,Small
Tulloch Fire,2016-05-30,Tuolumne,85.0,37.927613,-120.528836,5,0,Spring,Medium
Metz Fire,2016-05-22,Monterey,3876.0,36.38123,-121.20059,5,6,Spring,Large
Wheatland Fire,2016-05-23,Los Angeles,156.0,34.276,-118.354,5,0,Spring,Large
DeWolf Fire,2016-05-25,Fresno,278.0,36.88286,-119.654,5,2,Spring,Large
Coe Fire,2016-06-07,Stanislaus,120.0,37.17072,-121.42238,6,1,Summer,Medium
Dunstone Fire,2016-05-27,Butte,91.0,39.33035,-121.78973,5,4,Spring,Medium
70 Fire,2016-05-29,Butte,30.0,39.624017,-121.595093,5,6,Spring,Small
Shedd Fire,2016-05-10,San Luis Obispo,150.0,35.61961,-120.39993,5,1,Spring,Medium
Bryson Fire,2016-05-12,Monterey,25.0,35.8378273,-121.0381507,5,3,Spring,Small
Avocado Fire,2016-05-15,Fresno,132.0,36.78769,-119.38248,5,6,Spring,Medium
Athens Fire,2016-05-17,Placer,169.0,38.8390117,-121.3090268,5,1,Spring,Large
Pala Fire,2016-05-31,San Diego,70.0,33.41639,-117.08829,5,1,Spring,Medium
Chimney Fire,2016-06-01,Tulare,0.0,35.84883,-118.08591,6,2,Summer,Small
Coal Fire,2016-06-20,Butte,112.0,39.595,-121.6008,6,0,Summer,Medium
Frazier Fire,2016-06-27,San Luis Obispo,86.0,35.70821,-120.82266,6,0,Summer,Medium
Campo Fire,2016-06-27,Calaveras,33.0,38.22017,-120.8678,6,0,Summer,Small
Paskenta Fire,2016-06-21,Tehama,43.0,39.93965,-122.40142,6,1,Summer,Medium
Moore Fire,2016-06-21,Placer,88.0,38.86804,-121.37704,6,1,Summer,Medium
Aukum Fire,2016-06-03,El Dorado,25.0,38.64107,-120.6955,6,4,Summer,Small
Hidden Fire,2016-06-03,San Benito,30.0,36.80296,-121.40304,6,4,Summer,Small
Clay Fire,2016-06-03,Sacramento,32.0,38.3131,-121.06452,6,4,Summer,Small
Temecula Fire,2016-06-04,Riverside,139.0,33.476894,-117.140883,6,5,Summer,Medium
Coleman Fire,2016-06-04,Monterey,2520.0,36.01542,-121.25029,6,5,Summer,Large
Soda Fire,2016-06-04,San Luis Obispo,0.0,35.01382,-119.58206,6,5,Summer,Small
Keswick Fire,2016-06-11,Shasta,24.0,40.61388,-122.46777,6,5,Summer,Small
Camanche Fire,2016-06-17,Amador,210.0,38.26874,-120.90265,6,4,Summer,Large
Border Fire,2016-06-19,San Diego,7609.0,32.60729,-116.63028,6,6,Summer,Large
Arroyo Fire,2016-06-18,Monterey,70.0,36.2833,-121.3306,6,5,Summer,Medium
Hoag Fire,2016-06-11,Tehama,80.0,39.7947,-121.857,6,5,Summer,Medium
Cotton Fire,2016-06-11,Kern,61.0,35.77135,-120.251,6,5,Summer,Medium
Old Fire,2016-06-12,San Benito,83.0,36.49914,-121.04993,6,6,Summer,Medium
Pony Fire,2016-06-07,Siskiyou,2860.0,41.623,-123.557,6,1,Summer,Large
Sherpa Fire,2016-06-15,Santa Barbara,7474.0,34.776,-119.643,6,2,Summer,Large
Creek Fire,2016-06-26,Yolo,277.0,38.69971,-122.15457,6,6,Summer,Large
70 Fire,2016-06-21,Butte,49.0,39.43351,-121.6051,6,1,Summer,Medium
Erskine Fire,2016-06-23,Kern,48019.0,35.6115,-118.45628,6,3,Summer,Large
Lowe Fire,2016-06-23,Monterey,52.0,36.1934,-120.9293,6,3,Summer,Medium
Dinosaur Fire,2016-06-25,Merced,1246.0,37.07147,-121.20155,6,5,Summer,Large
Laguna Fire,2016-06-26,Orange,47.0,33.57872,-117.77395,6,6,Summer,Medium
Grant Fire,2016-06-25,Alameda,211.0,37.74369,-121.58677,6,5,Summer,Large
Marina Fire,2016-06-25,Mono,650.0,37.97,-119.14,6,5,Summer,Large
Reservoir Fire,2016-06-26,Lake,215.0,39.12366,-122.50373,6,6,Summer,Large
Trailhead Fire,2016-06-28,"El Dorado, Placer",5645.0,38.96741,-120.9375,6,1,Summer,Large
Rancho Fire,2016-06-28,Amador,372.0,38.385,-121.003611,6,1,Summer,Large
Big Fire,2016-07-11,Fresno,188.0,36.92244,-119.39619,7,0,Summer,Large
Sage Fire,2016-07-09,Los Angeles,1100.0,34.36763,-118.57245,7,5,Summer,Large
Mercury Fire,2016-07-09,San Benito,95.0,5487.0,-120.841536,7,5,Summer,Medium
Fort Fire,2016-07-08,Kern,554.0,34.913,118.9082,7,4,Summer,Large
Fiddler Fire,2016-07-08,Shasta,303.0,40.36873,-122.72913,7,4,Summer,Large
Colyear Fire,2016-06-30,Tehama,464.0,40.0353,-122.56939,6,3,Summer,Large
Deer Fire,2016-07-01,Kern,1785.0,35.20993,-118.72272,7,4,Summer,Large
Pine Fire,2016-06-30,Ventura,2304.0,34.701,-119.144,6,3,Summer,Large
Flores Fire,2016-07-01,Tehama,88.0,40.07846,-122.2071,7,4,Summer,Medium
Curry Fire,2016-07-01,Fresno,2944.0,36.0749,-120.452041,7,4,Summer,Large
Lone Pine Fire,2016-07-01,Inyo,30.0,36.58972,-118.15589,7,4,Summer,Small
Appaloosa Fire,2016-07-02,Calaveras,310.0,38.02845,-120.61153,7,5,Summer,Large
Scott Fire,2016-07-10,Sacramento,87.0,38.517772,-121.103642,7,6,Summer,Medium
Frame Fire,2016-07-04,Fresno,145.0,36.14161,-120.62048,7,0,Summer,Medium
Broken Fire,2016-07-04,Madera,103.0,37.25601,-119.65776,7,0,Summer,Medium
Kuehner Fire,2016-07-01,Ventura,45.0,34.27619,-118.63264,7,4,Summer,Medium
Shelter Fire,2016-07-11,Ventura,15.0,33.11645,-116.58542,7,0,Summer,Small
Pacheco Fire,2016-07-12,Calaveras,341.0,38.08056,-120.81394,7,1,Summer,Large
Stagecoach Fire,2016-07-12,Calaveras,35.0,37.96311,-120.67335,7,1,Summer,Small
Dunnigan Fire,2016-07-15,Yolo,84.0,38.8866,-122.04726,7,4,Summer,Medium
Onyx Fire,2016-07-13,Kern,221.0,35.68313,-118.21793,7,2,Summer,Large
Sherwood Fire,2016-07-13,Ventura,78.0,36.92244,-119.39619,7,2,Summer,Medium
Famoso Fire,2016-07-15,Kern,138.0,35.60748,-118.94811,7,4,Summer,Medium
Green Fire,2016-07-15,Fresno,123.0,37.0099,-119.5792,7,4,Summer,Medium
Feather Fire,2016-07-18,San Diego,100.0,32.9612,-116.7945,7,0,Summer,Medium
Foothill Fire,2016-07-19,Lake,69.0,39.0863,-122.7891,7,1,Summer,Medium
Bailey Fire,2016-07-19,Siskiyou,26.0,41.96191,-122.59328,7,1,Summer,Small
Goose Fire,2016-07-30,Fresno,2241.0,37.01591,-119.50507,7,5,Summer,Large
Baker Fire,2016-07-21,Calaveras,57.0,37.98171,-120.64241,7,3,Summer,Medium
Oak Fire,2016-07-22,Solano,57.0,38.33475,-122.02564,7,4,Summer,Medium
Roblar Fire,2016-07-21,San Diego,1245.0,33.393,-117.35093,7,3,Summer,Large
Table Fire,2016-07-21,Siskiyou,23.0,41.71847,-122.36924,7,3,Summer,Small
Bradley Fire,2016-07-22,Monterey,100.0,35.85093,-120.81081,7,4,Summer,Medium
Soberanes Fire,2016-07-22,Monterey,132127.0,36.45994,-121.89938,7,4,Summer,Large
Holy Fire,2016-08-31,Orange,150.0,33.6542,-117.5221,8,2,Summer,Medium
Ken Fire,2016-09-03,San Bernardino,20.0,34.25858,-117.4415,9,5,Fall,Small
Saddle Fire,2016-09-05,Butte,800.0,39.6871,-121.571,9,0,Fall,Large
Ruff Fire ,2016-09-10,Mendocino,50.0,39.7299,-123.5044,9,5,Fall,Medium
Spring Fire,2016-09-07,San Bernardino,50.0,34.3183,-117.3189,9,2,Fall,Medium
Phoenix Fire,2016-09-07,Nevada,38.0,39.39051,-120.51887,9,2,Fall,Medium
Lake Fire,2016-09-10,Shasta,75.0,40.68192,-122.4096,9,5,Fall,Medium
Storksbill Fire,2016-07-22,El Dorado,50.0,38.79549,-121.00299,7,4,Summer,Medium
Rock Fire,2016-07-22,San Diego,28.0,33.00056,-116.9571,7,4,Summer,Small
Franklin Fire,2016-07-24,Contra Costa,40.0,38.01264,-122.1885,7,6,Summer,Medium
Fork Fire,2016-07-29,Madera,38.0,37.24006,-119.4741,7,4,Summer,Medium
Frymire Fire,2016-07-30,Tuolumne,32.0,37.81434,-120.69521,7,5,Summer,Small
Sierra Fire,2016-07-30,Santa Clara,114.0,37.41896,-121.79669,7,5,Summer,Medium
Gopher Fire,2016-08-10,San Diego,35.0,33.22558,-117.14547,8,2,Summer,Small
Baker Fire,2016-08-03,Tehama,80.0,40.19611,-122.26736,8,2,Summer,Medium
99 Fire,2016-08-02,Butte,520.0,39.6708,-121.7192,8,1,Summer,Large
Cold Fire,2016-08-02,Yolo,5731.0,38.52513,-122.06788,8,1,Summer,Large
Hart Fire,2016-08-04,Kern,100.0,35.24504,-118.60344,8,3,Summer,Medium
Grub Fire,2016-08-04,Madera,85.0,37.3228,-119.7738,8,3,Summer,Medium
Deer Fire,2016-08-05,Amador,26.0,38.2581,-120.8657,8,4,Summer,Small
Oak Fire,2016-08-12,Santa Clara,25.0,37.06531,-121.68577,8,4,Summer,Small
Pilot Fire,2016-08-07,San Bernardino,8110.0,34.28771,-117.27338,8,6,Summer,Large
Kugelman Fire,2016-08-09,Lake,45.0,36.09974,-120.51057,8,1,Summer,Medium
Knoxville Fire,2016-08-09,Lake,36.0,38.68403,-122.26015,8,1,Summer,Medium
Mineral Fire,2016-08-08,Fresno,7050.0,36.09974,-120.51057,8,0,Summer,Large
Blue Cut Fire,2016-08-16,San Bernardino,36274.0,34.30372,-117.49342,8,1,Summer,Large
Mountain Fire,2016-08-09,Shasta,35.0,40.61213,-122.47091,8,1,Summer,Small
Summit Fire,2016-08-12,Humboldt,21.0,40.9878,-123.77832,8,4,Summer,Small
Chimney Fire,2016-08-13,San Luis Obispo,46235.0,35.70595,-120.98316,8,5,Summer,Large
Clayton Fire,2016-08-13,Lake,3929.0,38.89741,-122.60664,8,5,Summer,Large
Cedar Fire,2016-08-16,Kern,29322.0,35.7506,-118.5678,8,1,Summer,Large
Stafford Fire,2016-08-11,Humboldt,23.0,40.4572,-124.05804,8,3,Summer,Small
Boys Fire,2016-09-11,Sacramento,40.0,38.558,-121.1309,9,6,Fall,Medium
Mokelumne Fire,2016-08-18,Alpine,0.0,38.57554,-120.00606,8,3,Summer,Small
Sunny Fire,2016-09-03,Fresno,158.0,36.84479,-119.34487,9,5,Fall,Large
Oak Fire,2016-09-01,Santa Clara,25.0,37.11831,-121.69784,9,3,Fall,Small
Beale Fire,2016-08-18,Yuba,389.0,36.16965,-121.38775,8,3,Summer,Large
Mina Fire,2016-08-30,Mendocino,36.0,39.8748511,-123.4267011,8,1,Summer,Medium
Havilah Fire,2016-08-28,Kern,304.0,35.4976,-118.5097,8,6,Summer,Large
Gap Fire,2016-08-27,Siskiyou,33867.0,41.851,-123.118,8,5,Summer,Large
Bird Fire,2016-08-20,San Joaquin,147.0,37.62215,-121.36665,8,5,Summer,Medium
Tully Fire,2016-08-22,Humboldt,599.0,41.28486,-123.82268,8,0,Summer,Large
Willard Fire,2016-09-11,Lassen,2575.0,40.3915,-120.7845,9,6,Fall,Large
Santos Fire,2016-08-26,Butte,88.0,39.79547,-121.71662,8,4,Summer,Medium
Willow Fire,2016-08-28,Calaveras,450.0,38.1874,-120.6381,8,6,Summer,Large
Tule Fire,2016-08-22,Tulare,395.0,36.1648,-118.73906,8,0,Summer,Large
Grade Fire,2016-08-24,Siskiyou,710.0,41.7813,-122.611,8,2,Summer,Large
Howard Fire,2016-09-11,Modoc,380.0,41.4657,-120.9066,9,6,Fall,Large
Range Fire,2016-08-26,Kern,600.0,35.2013,-118.7212,8,4,Summer,Large
Mockingbird Fire,2016-08-30,Lake,20.0,39.1408865,-122.9148951,8,1,Summer,Small
Moffett Fire,2016-09-12,Siskiyou,32.0,41.6314,-122.7933,9,0,Fall,Small
Old Fire,2016-09-16,Butte,30.0,39.8851,-121.6998,9,4,Fall,Small
Hog Fire,2016-09-13,Tehama,321.0,40.30594,-122.1295,9,1,Fall,Large
Old Fire,2016-09-13,Del Norte,150.0,37.75972,-120.029626,9,1,Fall,Medium
Auburn Fire,2016-09-17,Nevada,47.0,39.20427,-121.05948,9,5,Fall,Medium
Owens River Fire,2016-09-17,Inyo,5443.0,37.75985,-118.95309,9,5,Fall,Large
Soup Complex,2016-09-17,Modoc,2652.0,41.2649,-120.3178,9,5,Fall,Large
Canyon Fire,2016-09-17,Santa Barbara,12518.0,34.63445,-120.54421,9,5,Fall,Large
Washington Fire,2016-09-22,Santa Barbara,215.0,34.75134,-120.55297,9,3,Fall,Large
Bangor Fire,2016-09-22,Butte,130.0,39.4403,-121.42647,9,3,Fall,Medium
Butte Fire,2016-09-20,Sutter,300.0,39.188321,-121.78003,9,1,Fall,Large
Bell Fire,2016-09-23,Amador,45.0,38.5212,-120.8416,9,4,Fall,Medium
Marshes Fire,2016-09-26,Tuolumne,1080.0,37.79635,-120.32484,9,0,Fall,Large
Newmark Fire,2016-09-23,Fresno,70.0,36.6543,-119.5327,9,4,Fall,Medium
Cow Fire,2016-09-25,Shasta,100.0,40.0,-121.93923,9,6,Fall,Medium
Sawmill Fire,2016-09-25,Sonoma,1547.0,38.80017,-122.82895,9,6,Fall,Large
Tobin Fire,2016-09-26,Plumas,248.0,39.92,-121.32,9,0,Fall,Large
Loma Fire,2016-09-26,Santa Clara,4474.0,37.10632,-121.85318,9,0,Fall,Large
Sacata Fire,2016-10-11,Fresno,2100.0,36.94536,-119.25959,10,1,Fall,Large
Emerald Fire,2016-10-14,El Dorado,176.0,38.93449,-120.10744,10,4,Fall,Large
Gopher Fire,2016-11-13,San Diego,28.0,33.254355,-117.158475,11,6,Fall,Small
Marek Fire,2016-11-14,Los Angeles,4824.0,34.31,-118.335,11,0,Fall,Large
Jacobson Fire,2016-10-20,Tulare,10.0,36.217,-118.551,10,3,Fall,Small
Meadow Fire,2016-10-29,Tulare,4347.0,35.984,-118.551,10,5,Fall,Large
Aqueduct Fire,2018-04-12,Fresno,30.0,35.92436,-119.94083,4,3,Spring,Small
Oroville Spillway ,2017-02-07,Butte,0.0,39.51158,-121.55633,2,1,Winter,Small
Grace Fire,2017-04-03,Shasta,45.0,40.48712,-121.85645,4,0,Spring,Medium
West Fire,2017-04-03,Modoc,380.0,41.16716,-120.58342,4,0,Spring,Large
66 Fire,2017-04-13,Riverside,15.0,33.56777,-116.08003,4,3,Spring,Small
Jayne Fire,2017-04-20,Fresno,4532.0,36.07228,-120.26561,4,3,Spring,Large
Soledad Fire,2017-04-24,Monterey,10.0,36.44141,-121.34695,4,0,Spring,Small
El Dorado Fire,2017-04-28,Fresno,750.0,36.530836,-120.206592,4,4,Spring,Large
Tumey Fire,2017-04-29,Fresno,126.0,36.5355,-120.6585,4,5,Spring,Medium
Tower Fire,2017-04-30,San Bernardino,150.0,34.30104,-117.45646,4,6,Spring,Medium
Opera Fire,2017-04-30,Riverside,1350.0,34.00566,-117.30693,4,6,Spring,Large
Jameson Fire,2017-04-30,Riverside,12.0,33.7866,-117.5048,4,6,Spring,Small
Fay Fire,2017-05-01,Kern,19.0,35.71704,-118.30601,5,0,Spring,Small
Olive Fire,2017-05-02,San Luis Obispo,130.0,35.78286,-120.22647,5,1,Spring,Medium
Shandon Fire,2017-05-07,San Luis Obispo,12.0,35.6879,-120.3317,5,6,Spring,Small
Sonoma Fire,2017-05-10,Fresno,400.0,36.45491,-120.2445,5,2,Spring,Large
Hub Fire,2017-05-12,Kern,31.0,35.60001,-118.4683,5,4,Spring,Small
Wright Fire,2017-05-12,Merced,1733.0,36.96655,-120.89261,5,4,Spring,Large
Nacimiento Fire,2017-05-14,Monterey,20.0,35.77082,-120.92482,5,6,Spring,Small
Canyon Fire,2017-05-14,Riverside,17.0,33.88466,-116.99229,5,6,Spring,Small
Feed Fire,2017-05-14,Kern,41.0,35.05076,-118.90004,5,6,Spring,Medium
Arrow Fire,2017-05-15,San Luis Obispo,225.0,35.21177,-119.87525,5,0,Spring,Large
Bravo Fire,2017-05-15,Kern,288.0,35.41283,-118.84466,5,0,Spring,Large
Pine Fire,2017-05-16,Monterey,18.0,36.1727,-120.86682,5,1,Spring,Small
Lonoak Fire,2017-05-17,Monterey,17.0,36.2771,-120.94328,5,2,Spring,Small
41 Fire,2017-05-17,Madera,150.0,36.90967,-119.79315,5,2,Spring,Medium
Camp Fire,2017-05-18,San Luis Obispo,225.0,35.34541,-120.76464,5,3,Spring,Large
Elm Fire,2017-05-18,Fresno,10000.0,36.12089,-120.37116,5,3,Spring,Large
City Fire,2017-05-18,Kings,20.0,35.983,-119.91508,5,3,Spring,Small
Moraga Fire,2017-05-18,Riverside,14.0,33.97155,-117.44148,5,3,Spring,Small
Manning Fire,2017-05-19,Fresno,70.0,36.60736,-120.5828,5,4,Spring,Medium
Taglio Fire,1969-12-31,Merced,12.0,37.21812,-121.07761,12,2,Winter,Small
Range Fire,2017-05-19,San Luis Obispo,0.0,35.85253,-120.80411,5,4,Spring,Small
Deluz Fire,2017-05-19,San Diego,486.0,33.3906,-117.32348,5,4,Spring,Large
Gate Fire,2017-05-20,San Diego,2056.0,32.65597,-116.80527,5,5,Spring,Large
Rocky Fire,2017-05-20,San Luis Obispo,17.0,35.556667,-120.474,5,5,Spring,Small
Ming Fire,2017-05-20,Kern,506.0,35.4605,-118.85896,5,5,Spring,Large
Moreno Fire,2017-05-23,Riverside,10.0,33.94673,-117.17773,5,1,Spring,Small
Wasioja Fire,2017-05-20,Santa Barbara,190.0,34.9465,-119.8036,5,5,Spring,Large
Ribbonwood Fire,2017-05-24,San Diego,25.0,32.679,-116.29296,5,2,Spring,Small
Bitterwater Fire,2017-05-22,San Benito,21.0,36.35578,-120.99552,5,0,Spring,Small
Smiley Fire,2017-05-21,Riverside,35.0,33.96419,-117.20507,5,6,Spring,Small
Range Fire,2017-05-25,San Diego,1000.0,33.34988,-117.39818,5,3,Spring,Large
Lamb Fire,2017-05-25,Riverside,120.0,33.88287,-116.99651,5,3,Spring,Medium
Champagne Fire,2017-05-28,Kern,10.0,34.87128,-118.35296,5,6,Spring,Small
Rusty Fire,2017-05-28,Fresno,16.0,36.96642,-119.58292,5,6,Spring,Small
Serenas Fire,2017-05-28,Riverside,48.0,33.58577,-116.07429,5,6,Spring,Medium
Lombardi Fire,2017-05-28,Calaveras,15.0,38.19906,-120.83484,5,6,Spring,Small
Panoche Fire,2017-05-28,Fresno,18.0,36.61332,-120.7109,5,6,Spring,Small
Matz Fire,2017-05-29,San Bernardino,16.0,34.04412,-116.55326,5,0,Spring,Small
Fountain Fire ,2017-05-31,Tulare,79.0,35.89423,-119.00334,5,2,Spring,Medium
Twenty Fire,2017-05-29,Yuba,10.0,39.23205,-121.376,5,0,Spring,Small
Clay Fire,2017-06-01,Sacramento,68.0,38.33707,-121.11113,6,3,Summer,Medium
Fairview Fire,2017-06-01,Riverside,26.0,33.94788,-116.59719,6,3,Summer,Small
Elk Fire,2017-06-02,Kern,16.0,35.188,-119.2877,6,4,Summer,Small
Jones Fire,2017-06-03,Modoc,42.0,41.38247,-120.53443,6,5,Summer,Medium
Vernon Fire,2017-06-03,Riverside,27.0,33.82165,-116.96079,6,5,Summer,Small
5 Fire,2017-06-03,Los Angeles,25.0,34.29931,-118.37539,6,5,Summer,Small
Creek Fire ,2017-06-04,Kern,33.0,35.60633,-118.4642,6,6,Summer,Small
Spring Fire ,2017-06-04,Tehama,78.0,40.38944,-122.13088,6,6,Summer,Medium
River Fire,2017-06-04,Lassen,67.0,40.03392,-120.1064,6,6,Summer,Medium
Shirleon Fire ,2017-06-04,Riverside,10.0,33.87107,-116.88097,6,6,Summer,Small
Fish Fire,2017-06-05,Contra Costa,20.0,37.86549,-122.2102,6,0,Summer,Small
Pine Fire,2017-06-05,Kern,10.0,35.564124,-118.796513,6,0,Summer,Small
Wilbur Fire,2017-06-06,Butte,91.0,39.52499,-121.64897,6,1,Summer,Medium
Whitepine Fire,2017-06-06,Siskiyou,46.0,41.8721,-122.4571,6,1,Summer,Medium
Dinely Fire,2017-06-07,Tulare,339.0,36.45809,-118.87676,6,2,Summer,Large
26 Fire,2017-06-07,Madera,157.0,37.12759,-120.0193,6,2,Summer,Large
Bodfish Fire,2017-06-10,Kern,206.0,35.59804,-118.47939,6,5,Summer,Large
Breckenridge Fire,2017-06-09,Kern,35.0,35.37351,-118.84134,6,4,Summer,Small
Hog Fire,2017-06-09,Monterey,14.0,35.80375,-120.52508,6,4,Summer,Small
Oakwood Fire,2017-06-10,Madera,1417.0,37.0825,-119.8011,6,5,Summer,Large
Wild Fire,2017-06-11,Fresno,186.0,36.704679,-120.405077,6,6,Summer,Large
Refuge Fire,2017-06-13,Napa,22.0,38.68347,-122.2654,6,1,Summer,Small
Pleyto Fire,2017-06-11,Monterey,32.0,35.902149,-120.983684,6,6,Summer,Small
Monterey Fire,2017-06-11,Fresno,450.0,36.616986,-120.369347,6,6,Summer,Large
Tivy Fire,2017-06-11,Fresno,76.0,36.8005,-119.35901,6,6,Summer,Medium
Red Fire,2017-06-11,Tuolumne,38.0,37.85137,-120.45268,6,6,Summer,Medium
Valley Fire,2017-06-13,Riverside,33.0,33.584036,-116.972036,6,1,Summer,Small
Douglas Fire,2017-06-13,San Diego,50.0,33.23281,-117.29509,6,1,Summer,Medium
King Fire,2017-06-13,Tulare,135.0,35.8556,-118.74542,6,1,Summer,Medium
Reed Fire,2017-06-13,Riverside,20.0,33.52584,-116.85226,6,1,Summer,Small
Lucy Fire,2017-06-14,San Luis Obispo,150.0,35.6871,-120.3187,6,2,Summer,Medium
Westfall Fire,2017-06-15,Mariposa,63.0,37.36914,-120.0088,6,3,Summer,Medium
Canyon Fire,2017-06-15,Riverside,105.0,33.950382,-116.884446,6,3,Summer,Medium
Nuevo Fire,2017-06-15,Riverside,28.0,33.79925,-117.11659,6,3,Summer,Small
Skyway Fire,2017-06-16,Butte,134.0,39.69717,-121.75417,6,4,Summer,Medium
Springs Fire,2017-06-16,Riverside,10.0,117.138741,33.939428,6,4,Summer,Small
Shore Fire,2017-06-16,Monterey,32.0,35.90092,-120.93371,6,4,Summer,Small
Lake Fire,2017-06-17,Los Angeles,850.0,34.55607,-118.60703,6,5,Summer,Large
Bolla Fire,2017-06-18,Tehama,60.0,40.32063,-122.83208,6,6,Summer,Medium
Lambs Fire,2017-06-18,Riverside,10.0,33.90965,-116.9669,6,6,Summer,Small
Smiley Fire,2017-06-18,Riverside,153.0,33.98639,-117.21314,6,6,Summer,Medium
Road Fire,2017-06-18,Madera,25.0,37.02081,-119.95136,6,6,Summer,Small
Highway Fire,2017-06-18,Kern,1522.0,35.53456,-118.66733,6,6,Summer,Large
Trellis Fire,2017-06-18,Riverside,26.0,33.71025,-117.31924,6,6,Summer,Small
Bogus Fire,2017-06-18,Siskiyou,56.0,41.93006,-122.36545,6,6,Summer,Medium
Toll Fire,2017-06-22,Solano,39.0,38.07481,-122.23004,6,3,Summer,Medium
Holcomb Fire,2017-06-19,San Bernardino,1503.0,34.2976,-116.826,6,0,Summer,Large
Evans Fire,2017-06-19,Sierra,168.0,39.71101,-120.02325,6,0,Summer,Large
Orange Fire,2017-06-21,Stanislaus,65.0,37.82934,-120.68992,6,2,Summer,Medium
Quimby Fire,2017-06-21,Santa Clara,54.0,37.33454,-121.76323,6,2,Summer,Medium
Highway Fire,2017-06-22,Butte,21.0,39.364,-121.4143,6,3,Summer,Small
Lone Fire,2017-06-22,Butte,111.0,39.38416,-121.5786,6,3,Summer,Medium
Creek Fire,2017-06-23,Fresno,357.0,36.27306,-120.65185,6,4,Summer,Large
Paskenta Fire,2017-06-24,Tehama,42.0,40.10282,-122.27379,6,5,Summer,Medium
King Incident,2017-06-23,Tulare,0.0,36.51912,-119.50606,6,4,Summer,Small
Placerita Fire,2017-06-25,Los Angeles,760.0,34.37443,-118.49343,6,6,Summer,Large
Black Fire,2017-06-25,San Diego,36.0,33.1683,-116.77342,6,6,Summer,Medium
Manzanita Fire,2017-06-26,Riverside,6309.0,33.530045,-116.594422,6,0,Summer,Large
King Fire,2017-06-26,Siskiyou,19.0,40.703775,-122.645079,6,0,Summer,Small
Hill Fire,2017-06-26,San Luis Obispo,1626.0,35.4025,-120.4992,6,0,Summer,Large
Latrobe Fire,2017-06-27,Sacramento,35.0,38.45822,-120.92162,6,1,Summer,Small
Pine Fire,2017-06-27,Marin,38.0,37.9775,-122.65749,6,1,Summer,Medium
Sloane Fire,2017-06-27,San Diego,25.0,32.7789,-116.8516,6,1,Summer,Small
Mart Fire,2017-06-27,San Bernardino,670.0,34.14575,-117.17813,6,1,Summer,Large
Shore Fire,2017-06-26,Del Norte,28.0,41.93323,-124.19629,6,0,Summer,Small
Ranch Fire,2017-06-29,Santa Clara,85.0,37.3344,-121.71752,6,3,Summer,Medium
Alvarado Fire,2017-06-28,Monterey,15.0,35.947,-120.87492,6,2,Summer,Small
Battle Fire,2017-06-28,Modoc,562.0,41.85763,-121.29581,6,2,Summer,Large
Ben Fire,2017-06-28,Mariposa,558.0,37.3762,-119.9646,6,2,Summer,Large
 Cristianitos Fire,2017-06-28,San Diego,0.0,33.43513,-117.58252,6,2,Summer,Small
Tarina Fire ,2017-06-30,Kern,1200.0,35.38298,-118.80123,6,4,Summer,Large
Lockwood Fire,2017-06-29,Monterey,42.0,35.96275,-121.08753,6,3,Summer,Medium
Topanga Fire,2017-06-29,Los Angeles,55.0,34.03941,-118.58624,6,3,Summer,Medium
Stokes Fire,2017-06-29,Los Angeles,41.0,34.10446,-118.70294,6,3,Summer,Medium
Oak Fire,2017-07-01,Shasta,128.0,40.69554,-122.0122,7,5,Summer,Medium
Brewer Fire,2017-07-02,Nevada,10.0,39.08382,-121.06656,7,6,Summer,Small
